CUSTOMERNAME,SALES,PHONE,CITY,STATE,COUNTRY,POSTALCODE
Land of Toys Inc.                  ,3245.4,2125557818       ,NYC            ,NY             ,USA            ,10022       
Qu‚bec Home Shopping Network       ,2203.8,(514) 555-8054   ,Montr‚al       ,Qu‚bec         ,Canada         ,H1J 1C3     
Petit Auto                         ,3446,(02) 5554 67     ,Bruxelles      ,               ,Belgium        ,B-1180      
"Royal Canadian Collectables, Ltd.  ",1939.3,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
Gifts4AllAges.com                  ,3473.8,6175559555       ,Boston         ,MA             ,USA            ,51003       
"AV Stores, Co.                     ",2884.8,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
La Rochelle Gifts                  ,2670.7,40.67.8555       ,Nantes         ,               ,France         ,44000       
Danish Wholesale Imports           ,3440,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
Classic Legends Inc.               ,2770.8,2125558493       ,NYC            ,NY             ,USA            ,10022       
Euro+ Shopping Channel             ,2397.5,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Oulu Toy Supplies, Inc.            ",3275.6,981-443655       ,Oulu           ,               ,Finland        ,90110       
Euro+ Shopping Channel             ,4143.6,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Alpha Cognac                       ,5192.6,61.77.6555       ,Toulouse       ,               ,France         ,31000       
Gifts4AllAges.com                  ,3029,6175559555       ,Boston         ,MA             ,USA            ,51003       
Danish Wholesale Imports           ,2556.2,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
"Dragon Souveniers, Ltd.            ",3753.9,+65 221 7555     ,Singapore      ,               ,Singapore      ,079903      
"Stylish Desk Decors, Co.           ",2562.3,(171) 555-0297   ,London         ,               ,UK             ,WX3 6FW     
Mini Gifts Distributors Ltd.       ,3245.6,4155551450       ,San Rafael     ,CA             ,USA            ,97562       
Euro+ Shopping Channel             ,2204.6,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Scandinavian Gift Ideas            ,3003,0695-34 6555     ,Br„cke         ,               ,Sweden         ,S-844 67    
CAF Imports                        ,2526.5,+34 913 728 555  ,Madrid         ,               ,Spain          ,28023       
Mini Creations Ltd.                ,1747.9,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
Enaco Distributors                 ,3267.2,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
"Saveley & Henriot, Co.             ",2818.5,78.32.5555       ,Lyon           ,               ,France         ,69004       
Collectable Mini Designs Co.       ,2955.5,7605558146       ,San Diego      ,CA             ,USA            ,91217       
giftsbymail.co.uk                  ,2885.1,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
Land of Toys Inc.                  ,3162.9,2125557818       ,NYC            ,NY             ,USA            ,10022       
Qu‚bec Home Shopping Network       ,4071.5,(514) 555-8054   ,Montr‚al       ,Qu‚bec         ,Canada         ,H1J 1C3     
Petit Auto                         ,2969.5,(02) 5554 67     ,Bruxelles      ,               ,Belgium        ,B-1180      
"Royal Canadian Collectables, Ltd.  ",3396.4,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
Online Mini Collectables           ,4692.6,6175557555       ,Brickhaven     ,MA             ,USA            ,58339       
"AV Stores, Co.                     ",3515.7,(171) 555-1555   ,Manchester     ,               ,UK             ,EC2 5NT     
La Rochelle Gifts                  ,3380.7,40.67.8555       ,Nantes         ,               ,France         ,44000       
Danish Wholesale Imports           ,3204.6,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
Classic Legends Inc.               ,2588,2125558493       ,NYC            ,NY             ,USA            ,10022       
Euro+ Shopping Channel             ,2854.8,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
"Oulu Toy Supplies, Inc.            ",4025.6,981-443655       ,Oulu           ,               ,Finland        ,90110       
Euro+ Shopping Channel             ,2864.4,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Alpha Cognac                       ,3789.7,61.77.6555       ,Toulouse       ,               ,France         ,31000       
Gifts4AllAges.com                  ,2440,6175559555       ,Boston         ,MA             ,USA            ,51003       
Rovelli Gifts                      ,2949.1,035-640555       ,Bergamo        ,               ,Italy          ,24100       
Salzburg Collectables              ,1539.7,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
Gift Ideas Corp.                   ,2213.4,2035554407       ,Glendale       ,CT             ,USA            ,97561       
Mini Creations Ltd.                ,2919.6,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
"Toys of Finland, Co.               ",3778.3,90-224 8555      ,Helsinki       ,               ,Finland        ,21240       
Technics Stores Inc.               ,3233.5,6505556809       ,Burlingame     ,CA             ,USA            ,94217       
Alpha Cognac                       ,3431.2,61.77.6555       ,Toulouse       ,               ,France         ,31000       
Cruz & Sons Co.                    ,2546.8,+63 2 555 3587   ,Makati City    ,               ,Philippines    ,1227 MM     
Osaka Souveniers Co.               ,2953.9,+81 06 6342 5555 ,Osaka          ,Osaka          ,Japan          ,530-0003    
Collectable Mini Designs Co.       ,3183.3,7605558146       ,San Diego      ,CA             ,USA            ,91217       
"Royal Canadian Collectables, Ltd.  ",2466.7,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
The Sharp Gifts Warehouse          ,2363.2,4085553659       ,San Jose       ,CA             ,USA            ,94217       
Euro+ Shopping Channel             ,2487.4,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
La Rochelle Gifts                  ,2249.1,40.67.8555       ,Nantes         ,               ,France         ,44000       
"Norway Gifts By Mail, Co.          ",2061.1,+47 2212 1555    ,Oslo           ,               ,Norway         ,N 0106      
"Bavarian Collectables Imports, Co. ",4071.1,+49 89 61 08 9555,Munich         ,               ,Germany        ,80686       
Mini Classics                      ,2656.3,9145554562       ,White Plains   ,NY             ,USA            ,24067       
giftsbymail.co.uk                  ,2736.4,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
Rovelli Gifts                      ,3348.9,035-640555       ,Bergamo        ,               ,Italy          ,24100       
"Tokyo Collectables, Ltd            ",2893,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Auto-Moto Classics Inc.            ,1661.2,6175558428       ,Brickhaven     ,MA             ,USA            ,58339       
Souveniers And Things Co.          ,4277.4,+61 2 9495 8555  ,Chatswood      ,NSW            ,Australia      ,2067        
"Oulu Toy Supplies, Inc.            ",2502.9,981-443655       ,Oulu           ,               ,Finland        ,90110       
Euro+ Shopping Channel             ,3801.6,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Reims Collectables                 ,3145,26.47.1555       ,Reims          ,               ,France         ,51100       
Tekni Collectables Inc.            ,2031.4,2015559350       ,Newark         ,NJ             ,USA            ,94019       
L'ordine Souveniers                ,2674.2,0522-556555      ,Reggio Emilia  ,               ,Italy          ,42100       
Rovelli Gifts                      ,2526.7,035-640555       ,Bergamo        ,               ,Italy          ,24100       
Salzburg Collectables              ,1348.8,6562-9555        ,Salzburg       ,               ,Austria        ,5020        
Gift Ideas Corp.                   ,875.9,2035554407       ,Glendale       ,CT             ,USA            ,97561       
Mini Creations Ltd.                ,1874,5085559555       ,New Bedford    ,MA             ,USA            ,50553       
"Toys of Finland, Co.               ",1671.4,90-224 8555      ,Helsinki       ,               ,Finland        ,21240       
Scandinavian Gift Ideas            ,1668.4,0695-34 6555     ,Br„cke         ,               ,Sweden         ,S-844 67    
Alpha Cognac                       ,2301.8,61.77.6555       ,Toulouse       ,               ,France         ,31000       
"Double Decker Gift Stores, Ltd     ",1459.9,(171) 555-7555   ,London         ,               ,UK             ,WA1 1DP     
Enaco Distributors                 ,1209.6,(93) 203 4555    ,Barcelona      ,               ,Spain          ,08022       
"Men 'R' US Retailers, Ltd.         ",2145.1,2155554369       ,Los Angeles    ,CA             ,USA            ,            
Collectable Mini Designs Co.       ,1416.4,7605558146       ,San Diego      ,CA             ,USA            ,91217       
Cambridge Collectables Co.         ,1843.5,6175555555       ,Cambridge      ,MA             ,USA            ,51247       
Euro+ Shopping Channel             ,1199.3,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Collectables For Less Inc.         ,1875.2,6175558555       ,Brickhaven     ,MA             ,USA            ,58339       
"Royal Canadian Collectables, Ltd.  ",2477.2,(604) 555-4555   ,Tsawassen      ,BC             ,Canada         ,T2F 8M4     
"Bavarian Collectables Imports, Co. ",949,+49 89 61 08 9555,Munich         ,               ,Germany        ,80686       
"Classic Gift Ideas, Inc            ",1823.4,2155554695       ,Philadelphia   ,PA             ,USA            ,71270       
giftsbymail.co.uk                  ,1485.8,(198) 555-8888   ,Cowes          ,Isle of Wight  ,UK             ,PO31 7PJ    
Land of Toys Inc.                  ,3789.7,2125557818       ,NYC            ,NY             ,USA            ,10022       
"Tokyo Collectables, Ltd            ",2060.4,+81 3 3584 0555  ,Minato-ku      ,Tokyo          ,Japan          ,106-0032    
Auto-Moto Classics Inc.            ,2579.4,6175558428       ,Brickhaven     ,MA             ,USA            ,58339       
Souveniers And Things Co.          ,2189.6,+61 2 9495 8555  ,Chatswood      ,NSW            ,Australia      ,2067        
"Oulu Toy Supplies, Inc.            ",1624.2,981-443655       ,Oulu           ,               ,Finland        ,90110       
Euro+ Shopping Channel             ,4357.5,(91) 555 94 44   ,Madrid         ,               ,Spain          ,28034       
Reims Collectables                 ,1367.5,26.47.1555       ,Reims          ,               ,France         ,51100       
The Sharp Gifts Warehouse          ,1122.4,4085553659       ,San Jose       ,CA             ,USA            ,94217       
"Australian Collectables, Ltd       ",2419.6,61-9-3844-6555   ,Glen Waverly   ,Victoria       ,Australia      ,3150        
Danish Wholesale Imports           ,1419.5,31 12 3555       ,Kobenhavn      ,               ,Denmark        ,1734        
